employee_name,user_id,O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
2266,2197,44,21,40,25,37,22,1,8,2,3,143,94,11.75531914893617,16,0,2,0.1702127659574468,0.0
2192,2126,19,23,48,43,35,40,1,4,18,39,164,90,12.244444444444444,50,3,2,0.5555555555555556,0.03333333333333333
1005,1123,44,42,39,40,30,22,1,3,10,51,147,80,13.0,0,0,2,0.0,0.0
2612,2605,20,19,43,22,25,35,1,3,16,28,94,80,11.525,19,0,2,0.2375,0.0
3367,3275,25,22,42,34,33,33,1,0,21,16,235,152,12.447368421052632,20,23,2,0.13157894736842105,0.1513157894736842
3744,3739,39,40,14,24,39,9,1,3,18,40,78,107,11.467289719626168,40,0,2,0.37383177570093457,0.0
809,747,47,39,30,45,36,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
1271,1314,39,27,23,38,22,21,1,4,18,52,122,80,13.5375,20,0,2,0.25,0.0
3495,3343,37,25,40,24,37,21,1,2,18,21,179,111,11.495495495495495,40,0,2,0.36036036036036034,0.0
2581,2558,21,21,10,22,25,35,1,2,16,28,234,104,12.538461538461538,16,1,2,0.15384615384615385,0.009615384615384616
194,179,24,22,36,25,34,22,1,4,10,74,80,80,13.0,0,0,2,0.0,0.0
3168,3202,39,34,15,36,26,22,1,4,10,30,126,80,11.5375,17,0,2,0.2125,0.0
1890,1843,46,40,41,34,25,43,1,3,18,14,87,80,11.525,21,0,2,0.2625,0.0
3534,3630,24,42,39,34,33,28,1,6,12,49,123,168,13.244047619047619,78,35,2,0.4642857142857143,0.20833333333333334
1224,1241,12,23,38,21,24,26,1,4,10,74,80,120,12.7,0,0,2,0.0,0.0
2070,2133,49,38,21,37,31,35,1,3,16,58,124,80,13.0,0,0,2,0.0,0.0
2956,3004,23,43,44,19,23,21,1,3,18,86,43,156,12.044871794871796,34,23,2,0.21794871794871795,0.14743589743589744
3978,3978,45,30,37,42,29,45,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
2950,2993,49,43,18,22,27,20,1,5,7,3,32,80,11.0,40,0,2,0.5,0.0
855,696,42,30,20,47,25,31,1,9,11,71,146,117,13.076923076923077,0,0,2,0.0,0.0
1511,1611,13,17,17,17,32,22,1,3,10,1,48,80,12.5875,16,0,2,0.2,0.0
1385,1362,40,36,17,36,31,31,1,8,11,5,75,133,11.864661654135338,24,0,2,0.18045112781954886,0.0
3764,3763,16,40,14,16,26,45,1,3,16,80,74,80,12.0,40,0,2,0.5,0.0
1280,1339,46,41,16,19,27,23,1,3,18,72,57,114,11.236842105263158,40,0,2,0.3508771929824561,0.0
2311,2375,39,20,42,46,26,42,1,8,14,70,170,80,12.5375,17,0,2,0.2125,0.0
1013,989,13,38,25,34,26,42,1,9,14,33,88,80,12.5,40,0,2,0.5,0.0
2187,2183,21,39,21,14,34,40,1,4,18,64,113,113,12.017699115044248,40,0,2,0.35398230088495575,0.0
3815,3828,14,24,39,19,35,42,1,3,18,72,57,80,11.0,40,0,2,0.5,0.0
91,18,43,31,21,13,23,32,1,3,10,1,48,80,12.6,15,0,2,0.1875,0.0
188,137,16,24,24,19,27,22,1,2,10,51,222,80,11.5,40,0,2,0.5,0.0
2761,2727,37,10,43,40,39,25,1,0,20,76,133,80,13.075,40,0,2,0.5,0.0
3374,3307,39,16,36,44,37,9,1,2,18,23,158,80,11.5125,40,0,2,0.5,0.0
1128,935,30,30,40,46,35,22,1,2,10,44,0,115,12.356521739130434,42,0,2,0.3652173913043478,0.0
493,465,38,47,18,35,27,35,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
3821,3782,14,35,27,23,28,21,1,2,18,21,179,185,11.443243243243243,53,39,2,0.2864864864864865,0.21081081081081082
2280,2158,41,24,37,36,27,31,1,8,11,34,214,102,10.901960784313726,53,0,2,0.5196078431372549,0.0
3088,3129,40,17,41,23,29,28,1,5,12,65,239,80,11.0,40,0,2,0.5,0.0
1194,1223,20,27,25,16,26,35,1,3,16,28,94,80,11.55,17,0,2,0.2125,0.0
115,296,15,18,42,10,28,38,1,5,12,19,227,80,11.5,40,0,2,0.5,0.0
1275,1316,25,39,23,15,28,42,1,8,14,33,35,112,11.6875,16,0,2,0.14285714285714285,0.0
262,213,38,45,36,18,23,32,1,4,10,30,126,80,11.675,14,0,2,0.175,0.0
308,326,47,11,19,41,20,16,1,0,21,9,135,316,12.89873417721519,197,0,2,0.6234177215189873,0.0
451,412,35,43,37,43,27,23,1,2,18,24,104,112,13.169642857142858,0,0,2,0.0,0.0
220,264,49,34,37,32,23,28,1,5,12,20,121,80,12.075,19,0,2,0.2375,0.0
1441,1370,40,17,24,12,32,26,1,2,10,44,0,109,12.321100917431192,40,0,2,0.3669724770642202,0.0
526,520,44,21,30,21,40,6,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
3995,3985,22,18,44,16,32,38,1,6,12,87,197,92,12.293478260869565,19,0,2,0.20652173913043478,0.0
51,133,39,43,40,32,33,41,1,3,18,3,41,113,12.097345132743364,18,0,2,0.1592920353982301,0.0
117,122,33,44,11,22,29,5,1,2,16,88,24,110,12.89090909090909,0,0,2,0.0,0.0
2229,2143,38,45,40,36,35,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
1158,1184,21,50,43,26,27,42,1,8,14,4,114,88,11.193181818181818,48,0,2,0.5454545454545454,0.0
2409,2321,35,43,19,36,24,16,1,0,21,9,135,360,11.941666666666666,210,0,2,0.5833333333333334,0.0
186,69,37,36,16,35,30,13,1,4,16,43,86,80,11.5125,40,0,2,0.5,0.0
847,792,38,43,42,22,30,9,1,2,18,38,63,80,11.55,40,0,2,0.5,0.0
2209,2225,18,13,11,22,20,40,1,3,18,10,236,80,12.0625,16,0,2,0.2,0.0
195,165,41,41,15,20,29,9,1,4,16,43,86,113,11.716814159292035,40,0,2,0.35398230088495575,0.0
1399,1487,29,35,36,29,30,21,1,3,18,52,20,80,13.0,80,0,2,1.0,0.0
1859,2029,17,15,50,15,33,9,1,4,18,18,18,80,12.5,0,0,2,0.0,0.0
1192,1204,18,34,26,33,26,42,1,9,14,70,218,80,13.0,0,0,2,0.0,0.0
850,744,33,36,27,41,25,31,1,9,11,34,49,118,11.5,40,0,2,0.3389830508474576,0.0
122,99,45,10,45,22,40,40,1,3,18,40,78,133,11.37593984962406,42,0,2,0.3157894736842105,0.0
2893,2892,21,26,16,46,32,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
401,439,44,43,48,15,32,22,1,3,10,1,48,109,12.36697247706422,20,0,2,0.1834862385321101,0.0
3273,3379,42,13,23,43,30,31,1,8,11,62,168,80,12.5375,19,0,2,0.2375,0.0
2090,2276,42,17,14,35,29,38,1,6,12,19,50,80,13.0375,80,0,2,1.0,0.0
3243,3217,46,33,32,20,26,38,1,6,12,19,50,80,13.0125,80,0,2,1.0,0.0
853,899,18,49,23,21,29,25,1,0,20,60,71,80,12.5,40,0,2,0.5,0.0
654,731,23,25,22,46,33,28,1,5,12,15,33,117,12.41025641025641,40,0,2,0.3418803418803419,0.0
70,337,45,10,32,38,26,38,1,6,12,19,50,80,13.0125,80,0,2,1.0,0.0
1505,1459,34,43,39,22,35,28,1,6,12,8,106,153,11.973856209150327,55,38,2,0.35947712418300654,0.24836601307189543
482,443,38,34,19,34,25,40,1,4,18,39,164,80,12.5,40,0,2,0.5,0.0
1414,1473,22,41,37,24,22,38,1,5,12,19,227,92,11.478260869565217,40,0,2,0.43478260869565216,0.0
1026,1069,42,24,37,24,34,44,1,9,18,3,137,105,10.466666666666667,53,25,2,0.5047619047619047,0.23809523809523808
1493,1372,14,20,36,30,40,28,1,6,12,49,123,44,13.522727272727273,34,0,2,0.7727272727272727,0.0
2337,2363,19,46,20,21,33,33,1,0,21,73,13,140,11.457142857142857,50,26,2,0.35714285714285715,0.18571428571428572
375,492,37,39,47,23,20,28,1,6,12,8,106,80,12.0,40,0,2,0.5,0.0
346,244,22,20,20,35,32,42,1,9,14,4,205,111,11.576576576576576,40,0,2,0.36036036036036034,0.0
3613,3584,39,13,41,24,28,9,1,4,18,83,193,80,13.0,0,0,2,0.0,0.0
3853,3845,38,38,39,28,33,9,1,2,18,40,174,98,11.5,49,18,2,0.5,0.1836734693877551
3250,3067,45,24,14,24,34,33,1,0,21,0,139,80,13.0,0,0,2,0.0,0.0
295,93,49,38,19,23,25,31,1,9,11,55,208,134,12.305970149253731,16,0,2,0.11940298507462686,0.0
3692,3677,42,13,49,44,28,23,1,4,18,14,155,102,11.607843137254902,40,0,2,0.39215686274509803,0.0
2928,2887,14,21,42,43,33,28,1,6,12,81,60,133,12.06015037593985,23,22,2,0.17293233082706766,0.16541353383458646
1053,979,36,42,23,22,32,38,1,6,12,63,140,80,12.1125,40,0,2,0.5,0.0
221,34,46,13,17,25,39,43,1,4,18,72,166,80,12.4625,22,0,2,0.275,0.0
80,307,46,38,45,13,34,28,1,5,12,20,121,80,12.1,15,0,2,0.1875,0.0
1148,965,41,32,18,28,28,9,1,3,18,25,141,80,12.575,17,0,2,0.2125,0.0
2713,2473,17,19,42,28,34,13,1,3,18,10,236,80,12.0125,19,0,2,0.2375,0.0
1191,1193,21,17,46,36,30,13,1,4,18,35,4,80,12.525,42,0,2,0.525,0.0
3575,3535,35,19,50,50,28,31,1,8,11,47,83,143,11.594405594405595,42,0,2,0.2937062937062937,0.0
3619,3616,41,36,19,13,31,43,1,4,18,14,155,111,11.585585585585585,40,0,2,0.36036036036036034,0.0
3179,3218,34,30,12,24,28,32,1,4,10,44,128,80,11.5,0,0,2,0.0,0.0
3483,3501,36,41,47,38,26,16,1,0,21,50,211,340,11.991176470588234,202,0,2,0.5941176470588235,0.0
1256,1221,46,30,11,46,31,42,1,9,14,70,218,172,12.44767441860465,26,36,2,0.1511627906976744,0.20930232558139536
1752,1684,43,49,30,21,25,28,1,6,12,15,151,80,12.025,0,0,2,0.0,0.0
2494,2500,42,43,41,12,28,34,1,4,16,67,130,131,11.282442748091603,40,0,2,0.3053435114503817,0.0
2062,2244,36,11,24,29,23,38,1,6,12,63,140,80,12.0875,40,0,2,0.5,0.0
1864,2039,22,24,49,12,26,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
641,750,42,44,15,15,32,31,1,8,11,5,75,80,12.0875,16,0,2,0.2,0.0
2793,2784,41,37,16,48,29,28,1,6,12,81,60,106,11.773584905660377,26,20,2,0.24528301886792453,0.18867924528301888
3131,3189,43,33,35,17,35,25,1,0,20,69,45,134,12.350746268656716,17,0,2,0.12686567164179105,0.0
2729,2855,19,14,18,20,29,4,1,4,18,14,110,80,11.5,40,0,2,0.5,0.0
1955,2001,35,34,20,23,30,11,1,8,14,61,199,114,13.385964912280702,25,0,2,0.21929824561403508,0.0
131,48,15,34,44,39,25,9,1,2,16,43,9,80,12.0,40,0,2,0.5,0.0
3488,3304,34,34,25,30,28,9,1,3,18,83,150,111,12.045045045045045,18,0,2,0.16216216216216217,0.0
2594,2535,45,15,30,21,35,9,1,4,18,25,91,80,11.0,40,0,2,0.5,0.0
3602,3645,22,15,38,44,31,28,1,6,12,81,60,80,12.075,15,0,2,0.1875,0.0
3803,3861,25,40,18,33,25,38,1,5,12,13,178,108,11.277777777777779,46,14,2,0.42592592592592593,0.12962962962962962
3445,3433,17,40,19,34,31,23,1,3,18,75,3,111,12.045045045045045,20,0,2,0.18018018018018017,0.0
3748,3755,44,12,38,18,27,45,1,3,16,11,29,80,13.0,0,0,2,0.0,0.0
2033,1966,37,16,38,19,26,6,1,3,18,22,184,80,12.5375,43,0,2,0.5375,0.0
3584,3661,50,33,19,24,33,26,1,4,10,1,116,80,12.0625,40,0,2,0.5,0.0
3155,3185,48,24,25,36,33,33,1,0,21,57,189,80,12.0375,19,0,2,0.2375,0.0
2657,2557,34,14,24,21,23,1,1,6,7,3,108,80,12.5,0,0,2,0.0,0.0
3444,3474,42,22,20,30,35,26,1,4,10,59,81,80,11.0,40,0,2,0.5,0.0
3604,3651,15,10,43,43,25,42,1,8,14,54,161,118,11.94915254237288,21,0,2,0.17796610169491525,0.0
3233,3201,37,44,38,35,33,38,1,5,12,79,202,80,12.575,20,0,2,0.25,0.0
1175,1187,41,44,20,18,43,34,1,3,16,67,196,80,12.55,19,0,2,0.2375,0.0
2316,2355,30,13,21,46,42,43,1,4,18,23,102,80,11.5,40,0,2,0.5,0.0
2979,2977,30,16,39,21,36,5,1,3,16,11,29,80,13.0,0,0,2,0.0,0.0
3641,3558,38,11,38,14,29,23,1,3,18,36,64,80,11.9875,18,0,2,0.225,0.0
2656,2514,38,42,36,38,32,38,1,6,12,48,30,80,12.5,0,0,2,0.0,0.0
2770,2793,22,15,33,12,34,13,1,3,18,64,159,80,11.0,40,0,2,0.5,0.0
2261,2160,17,21,29,17,23,28,1,5,12,15,33,145,12.351724137931035,40,0,2,0.27586206896551724,0.0
167,220,13,21,39,41,31,38,1,5,12,48,55,137,11.299270072992702,58,13,2,0.4233576642335766,0.0948905109489051
412,435,38,42,30,11,22,23,1,3,18,24,14,80,13.025,2,0,2,0.025,0.0
137,1,16,38,16,26,34,1,1,9,18,3,59,80,10.5125,40,0,2,0.5,0.0
3883,3876,24,25,39,28,26,28,1,5,12,81,127,116,11.956896551724139,40,0,2,0.3448275862068966,0.0
2124,2211,35,34,32,30,34,9,1,4,18,83,193,84,12.988095238095237,0,0,2,0.0,0.0
1682,1696,36,40,46,26,25,22,1,2,10,44,0,96,12.0,52,4,2,0.5416666666666666,0.041666666666666664
1316,1340,12,30,15,20,33,31,1,9,11,34,49,80,11.5125,40,0,2,0.5,0.0
3802,3851,37,21,29,22,35,35,1,4,16,58,244,80,12.525,42,0,2,0.525,0.0
3093,3127,47,30,16,37,35,23,1,2,18,72,66,182,12.741758241758241,6,43,2,0.03296703296703297,0.23626373626373626
1345,1341,22,19,33,14,24,20,1,4,18,3,110,122,11.581967213114755,20,0,2,0.16393442622950818,0.0
3852,3809,40,42,38,33,36,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
1170,1158,44,42,18,22,30,9,1,4,18,83,193,110,12.736363636363636,0,0,2,0.0,0.0
3585,3518,24,19,35,22,37,9,1,2,18,40,174,98,11.295918367346939,43,0,2,0.4387755102040816,0.0
460,358,38,49,42,27,25,38,1,5,12,13,178,112,11.205357142857142,40,0,2,0.35714285714285715,0.0
1368,1454,35,43,46,38,23,23,1,2,18,75,131,138,11.905797101449275,4,2,2,0.028985507246376812,0.014492753623188406
1002,1005,41,13,20,41,22,42,1,8,14,54,161,115,12.043478260869565,17,0,2,0.14782608695652175,0.0
3338,3515,45,40,39,17,25,17,1,6,1,3,207,80,13.1125,0,0,2,0.0,0.0
3229,3130,32,37,17,21,30,42,1,8,14,33,35,111,11.756756756756756,18,0,2,0.16216216216216217,0.0
907,919,31,40,24,24,24,25,1,0,20,69,45,80,12.525,20,0,2,0.25,0.0
1474,1479,42,32,45,16,18,28,1,5,12,49,145,83,11.457831325301205,42,3,2,0.5060240963855421,0.03614457831325301
2365,2425,45,40,23,15,33,42,1,8,14,61,115,80,13.4875,19,0,2,0.2375,0.0
2891,2925,31,33,38,21,32,32,1,3,10,74,172,110,12.0,40,0,2,0.36363636363636365,0.0
2849,2785,18,36,18,15,27,5,1,2,16,82,136,133,11.150375939849624,40,0,2,0.3007518796992481,0.0
3325,3355,43,22,38,19,30,20,1,3,16,67,117,80,12.6,15,0,2,0.1875,0.0
1078,990,34,37,28,18,34,45,1,2,16,88,24,80,13.0,0,0,2,0.0,0.0
2730,2864,13,49,24,40,28,40,1,2,18,64,67,80,13.2625,59,0,2,0.7375,0.0
352,483,33,35,21,42,26,34,1,4,16,88,7,80,13.0,0,0,2,0.0,0.0
1010,1058,41,44,26,42,35,38,1,6,12,79,31,110,11.454545454545455,40,0,2,0.36363636363636365,0.0
1610,1520,11,20,39,41,21,9,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
2591,2517,34,42,23,42,33,32,1,2,10,30,223,80,12.525,0,0,2,0.0,0.0
1210,1258,41,43,26,16,31,9,1,2,18,18,51,114,12.991228070175438,3,0,2,0.02631578947368421,0.0
3791,3823,36,18,39,13,29,38,1,5,12,87,175,100,11.76,0,0,2,0.0,0.0
3829,3824,41,28,41,18,29,41,1,2,18,3,201,113,12.185840707964601,0,0,2,0.0,0.0
139,298,19,45,24,41,27,40,1,2,18,64,67,88,12.988636363636363,47,0,2,0.5340909090909091,0.0
619,722,19,39,22,42,31,9,1,3,18,36,64,80,12.0875,16,0,2,0.2,0.0
578,487,38,22,42,41,24,6,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
559,583,14,21,19,41,30,38,1,6,12,19,50,80,13.0125,80,0,2,1.0,0.0
1968,1891,35,30,39,26,35,42,1,9,14,61,95,88,12.329545454545455,0,0,2,0.0,0.0
2649,2577,22,44,38,24,32,4,1,2,18,26,219,154,10.987012987012987,57,46,2,0.37012987012987014,0.2987012987012987
417,517,42,33,27,41,32,22,1,3,10,59,22,46,10.5,23,0,2,0.5,0.0
1071,1150,44,40,19,49,32,28,1,6,12,27,154,145,12.0,8,0,2,0.05517241379310345,0.0
2958,3009,43,17,21,16,31,23,1,4,18,75,11,125,11.584,49,2,2,0.392,0.016
2528,2684,41,15,22,44,23,38,1,6,12,63,140,80,11.9875,40,0,2,0.5,0.0
3081,3257,41,20,40,17,36,23,1,3,18,23,72,113,11.920353982300885,54,27,2,0.4778761061946903,0.23893805309734514
1708,1685,40,43,12,36,20,16,1,0,21,50,211,346,12.947976878612717,206,0,2,0.5953757225433526,0.0
2894,2907,48,18,15,26,23,38,1,6,12,48,30,80,12.5,0,0,2,0.0,0.0
1558,1528,46,25,30,18,28,34,1,4,16,58,244,111,12.414414414414415,40,0,2,0.36036036036036034,0.0
2921,2908,20,41,21,17,15,42,1,8,14,61,115,80,13.6125,27,0,2,0.3375,0.0
1742,1781,46,22,17,35,24,9,1,3,18,72,57,114,11.12280701754386,40,0,2,0.3508771929824561,0.0
1640,1587,37,45,45,40,33,13,1,4,18,22,132,80,11.5375,40,0,2,0.5,0.0
488,576,40,35,36,40,39,9,1,3,18,14,87,132,11.575757575757576,17,0,2,0.12878787878787878,0.0
2199,2182,21,40,42,42,26,37,1,1,9,3,89,80,11.5125,40,0,2,0.5,0.0
1213,1210,15,19,49,39,30,42,1,8,14,70,170,109,12.46788990825688,15,0,2,0.13761467889908258,0.0
3106,3111,17,17,37,47,34,31,1,9,11,34,49,80,11.5,40,0,2,0.5,0.0
1209,1237,22,47,44,21,34,36,1,4,16,6,188,113,12.920353982300885,4,0,2,0.035398230088495575,0.0
894,831,37,37,38,41,21,23,1,2,18,36,182,80,13.0,42,0,2,0.525,0.0
925,925,38,30,48,19,23,42,1,8,14,70,170,80,12.575,12,0,2,0.15,0.0
3548,3594,42,20,14,32,30,6,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
2023,1889,38,33,13,11,26,32,1,4,10,30,126,113,11.725663716814159,19,0,2,0.168141592920354,0.0
3279,3290,15,20,19,33,28,13,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
3623,3628,41,41,17,16,30,35,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
3083,3231,39,39,25,28,30,23,1,4,18,24,215,110,12.209090909090909,0,0,2,0.0,0.0
1941,1831,38,39,33,37,15,34,1,3,16,11,29,80,13.0,0,0,2,0.0,0.0
1835,2037,24,14,34,40,35,16,1,0,21,84,138,361,11.23545706371191,236,2,2,0.6537396121883656,0.00554016620498615
1993,1886,39,45,38,17,36,23,1,2,18,37,177,139,12.546762589928058,0,0,2,0.0,0.0
3438,3387,41,38,25,25,29,32,1,4,10,74,80,134,12.694029850746269,0,0,2,0.0,0.0
3376,3468,22,20,43,22,38,23,1,4,18,17,82,80,12.0375,18,0,2,0.225,0.0
3255,3236,35,36,35,48,24,42,1,9,14,46,185,107,12.934579439252337,0,0,2,0.0,0.0
1215,1235,39,32,14,42,22,38,1,6,12,19,50,110,12.727272727272727,80,0,2,0.7272727272727273,0.0
3586,3548,18,24,15,18,25,28,1,6,12,65,69,80,11.55,16,0,2,0.2,0.0
2985,2981,39,44,13,46,35,23,1,2,18,24,104,114,13.175438596491228,0,0,2,0.0,0.0
3149,3251,22,17,21,39,28,6,1,4,18,39,164,80,12.5,40,0,2,0.5,0.0
776,839,35,30,14,39,28,36,1,4,16,6,188,188,13.047872340425531,0,53,2,0.0,0.28191489361702127
517,382,41,41,30,34,31,41,1,2,18,3,201,92,11.847826086956522,0,6,2,0.0,0.06521739130434782
326,311,41,42,45,34,24,42,1,8,14,33,35,137,11.678832116788321,25,18,2,0.18248175182481752,0.13138686131386862
2799,2809,46,40,39,17,30,9,1,4,18,10,243,80,13.0625,0,0,2,0.0,0.0
548,584,15,26,39,23,29,31,1,9,11,71,146,133,12.887218045112782,0,0,2,0.0,0.0
1712,1708,13,37,46,24,33,33,1,0,21,0,139,111,12.837837837837839,0,0,2,0.0,0.0
3811,3830,35,13,35,38,36,38,1,6,12,7,23,105,11.647619047619047,14,11,2,0.13333333333333333,0.10476190476190476
1054,984,37,39,43,46,30,42,1,2,18,23,158,80,11.5,40,0,2,0.5,0.0
474,401,23,40,18,16,20,38,1,5,12,63,190,139,11.654676258992806,25,26,2,0.17985611510791366,0.18705035971223022
438,408,39,35,33,43,31,24,1,0,20,2,107,135,12.511111111111111,41,0,2,0.3037037037037037,0.0
1895,1852,16,17,20,45,29,38,1,6,12,48,30,111,12.396396396396396,0,0,2,0.0,0.0
3268,3088,45,32,30,34,35,38,1,5,12,7,92,80,14.0875,40,0,2,0.5,0.0
61,41,46,20,21,36,21,31,1,9,11,71,146,127,12.4251968503937,16,2,2,0.12598425196850394,0.015748031496062992
232,40,12,10,46,20,25,28,1,6,12,15,151,170,12.370588235294118,0,32,2,0.0,0.18823529411764706
3841,3834,14,18,17,45,28,9,1,4,18,25,91,137,11.065693430656934,43,4,2,0.31386861313868614,0.029197080291970802
496,522,42,40,16,44,36,28,1,6,12,20,98,137,12.299270072992702,0,0,2,0.0,0.0
2621,2691,30,19,42,15,34,23,1,2,18,24,104,110,13.145454545454545,0,0,2,0.0,0.0
1960,1827,39,30,30,39,29,23,1,3,18,17,134,80,11.5,40,0,2,0.5,0.0
3929,3925,23,45,26,41,35,35,1,2,16,82,136,70,11.0,35,0,2,0.5,0.0
2815,2861,22,22,20,18,37,9,1,4,18,14,155,86,11.604651162790697,40,0,2,0.46511627906976744,0.0
2073,2203,20,10,17,16,36,23,1,4,18,31,221,80,13.5,40,0,2,0.5,0.0
1818,2025,21,44,48,18,28,28,1,6,12,15,151,94,12.27659574468085,13,0,2,0.13829787234042554,0.0
2970,2949,46,34,37,27,27,31,1,8,11,34,214,80,11.0,40,0,2,0.5,0.0
3609,3544,37,42,48,39,34,9,1,2,18,42,76,112,13.285714285714286,40,0,2,0.35714285714285715,0.0
106,300,40,41,37,18,29,23,1,4,18,36,44,80,10.5,40,0,2,0.5,0.0
3955,3968,41,42,10,43,23,45,1,4,16,80,230,80,12.0,40,0,2,0.5,0.0
1669,1693,34,42,20,36,26,31,1,9,11,5,225,126,11.928571428571429,0,24,2,0.0,0.19047619047619047
2658,2617,21,22,26,27,29,28,1,6,12,65,69,131,11.687022900763358,22,21,2,0.16793893129770993,0.16030534351145037
1865,1818,40,22,43,20,37,16,1,0,21,9,135,320,10.925,202,0,2,0.63125,0.0
1394,1504,42,23,13,39,24,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
3624,3634,40,40,38,37,34,6,1,2,16,58,163,137,12.656934306569344,0,19,2,0.0,0.1386861313868613
261,57,39,35,20,17,30,44,1,6,18,3,137,80,12.6375,13,0,2,0.1625,0.0
903,650,40,44,48,40,36,5,1,2,16,28,234,111,12.82882882882883,0,0,2,0.0,0.0
1830,1975,34,42,12,18,31,38,1,5,12,13,178,144,11.36111111111111,51,32,2,0.3541666666666667,0.2222222222222222
3746,3707,23,18,16,32,26,28,1,6,12,15,151,134,12.074626865671641,9,2,2,0.06716417910447761,0.014925373134328358
1698,1738,21,15,17,22,33,28,1,5,12,27,16,134,12.022388059701493,0,26,2,0.0,0.19402985074626866
3048,3054,38,43,37,22,28,6,1,3,18,64,159,80,11.0,40,0,2,0.5,0.0
3246,3191,46,38,24,40,30,8,1,7,15,3,231,80,12.0,40,0,2,0.5,0.0
1177,1219,46,38,24,17,33,40,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
1565,1579,44,36,16,15,28,22,1,4,10,1,116,80,12.1375,40,0,2,0.5,0.0
2524,2551,42,40,39,20,28,23,1,4,18,75,11,111,11.792792792792794,40,0,2,0.36036036036036034,0.0
3943,3939,35,30,42,20,27,42,1,8,14,46,73,80,11.0375,17,0,2,0.2125,0.0
2074,2078,41,47,24,32,30,38,1,5,12,19,227,112,11.4375,40,0,2,0.35714285714285715,0.0
1079,1100,44,31,36,37,33,9,1,4,16,43,86,80,11.5,40,0,2,0.5,0.0
880,881,18,16,13,46,34,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
2367,2447,50,50,18,42,33,4,1,4,18,22,110,80,11.5125,40,0,2,0.5,0.0
118,243,30,40,12,15,35,9,1,3,18,36,64,126,12.166666666666666,14,0,2,0.1111111111111111,0.0
1074,1029,42,37,13,39,28,13,1,3,16,67,196,118,12.313559322033898,17,0,2,0.1440677966101695,0.0
1618,1641,42,23,43,16,23,9,1,4,18,40,212,176,11.977272727272727,0,34,2,0.0,0.19318181818181818
2911,2897,38,40,30,30,27,7,1,0,6,3,206,120,12.725,0,0,2,0.0,0.0
2398,2284,17,38,17,41,32,34,1,2,16,82,136,80,11.0,40,0,2,0.5,0.0
2179,2149,21,42,18,15,33,5,1,3,16,28,94,113,11.699115044247788,21,0,2,0.18584070796460178,0.0
328,335,33,40,34,16,27,36,1,2,16,6,224,80,11.025,40,0,2,0.5,0.0
932,978,43,23,41,18,39,28,1,5,12,65,239,80,11.0,40,0,2,0.5,0.0
3467,3394,31,20,33,37,24,42,1,9,14,70,218,80,13.0,0,0,2,0.0,0.0
788,598,44,36,13,38,31,28,1,6,12,27,154,129,12.37984496124031,4,0,2,0.031007751937984496,0.0
3129,3093,33,45,12,21,28,7,1,2,16,3,220,126,11.753968253968255,48,0,2,0.38095238095238093,0.0
1978,1814,33,18,39,18,32,6,1,4,16,82,36,111,12.504504504504505,15,0,2,0.13513513513513514,0.0
2458,2443,19,39,28,46,33,31,1,9,11,34,49,164,11.286585365853659,60,50,2,0.36585365853658536,0.3048780487804878
1692,1777,38,30,23,21,26,31,1,9,11,62,47,115,12.486956521739131,0,0,2,0.0,0.0
1800,1873,46,21,36,40,28,13,1,2,18,40,174,117,11.435897435897436,42,0,2,0.358974358974359,0.0
3824,3793,38,36,39,20,26,22,1,4,10,51,149,82,11.414634146341463,40,0,2,0.4878048780487805,0.0
1715,1743,25,21,45,28,33,22,1,2,10,74,238,80,10.5,40,0,2,0.5,0.0
3655,3582,43,33,23,31,26,32,1,4,10,51,149,80,11.5125,40,0,2,0.5,0.0
3562,3650,14,19,28,23,38,16,1,0,21,29,39,310,13.838709677419354,179,0,2,0.5774193548387097,0.0
2554,2697,13,16,38,17,29,21,1,4,18,86,200,80,13.0,0,0,2,0.0,0.0
2484,2632,23,20,28,33,23,42,1,9,14,33,88,155,12.30967741935484,57,45,2,0.36774193548387096,0.2903225806451613
1155,1224,16,47,38,30,31,6,1,4,18,22,132,80,11.5125,40,0,2,0.5,0.0
3877,3888,10,44,30,50,27,28,1,6,12,49,123,80,13.625,56,0,2,0.7,0.0
1754,1771,44,22,12,10,30,15,1,0,3,3,5,82,11.0,40,0,2,0.4878048780487805,0.0
